

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  2109.68000  0.293872E+03  0.518324E+02  0.122676E+02  0.000000E+00 -0.696036E-04  -1745.880      0.000    106.316    2109
  2110.68000  0.293905E+03  0.518397E+02  0.122724E+02  0.000000E+00 -0.696036E-04  -1743.780      0.000    106.314    2110
  2111.68000  0.293930E+03  0.518451E+02  0.122772E+02  0.000000E+00 -0.696036E-04  -1741.670      0.000    106.312    2111
  2112.68000  0.293955E+03  0.518505E+02  0.122819E+02  0.000000E+00 -0.696036E-04  -1739.570      0.000    106.310    2112
  2113.68000  0.293979E+03  0.518559E+02  0.122866E+02  0.000000E+00 -0.696036E-04  -1737.470      0.000    106.308    2113
  2114.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04  -1735.360      0.000    106.306    2114
  2115.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04  -1440.586      0.000    106.304    2115
  2116.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04  -1262.235      0.000    106.302    2116
  2117.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04  -1122.954      0.000    106.300    2117
  2118.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04  -1020.860      0.000    106.298    2118
  2119.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04   -929.393      0.000    106.296    2119
  2120.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04   -865.098      0.000    106.294    2120
  2121.68000  0.293991E+03  0.518586E+02  0.122913E+02  0.000000E+00 -0.696036E-04   -804.377      0.000    106.292    2121
  2122.68000  0.294012E+03  0.518631E+02  0.123118E+02  0.000000E+00 -0.696036E-04  -1449.452      0.000    106.290    2122
  2123.68000  0.294094E+03  0.518813E+02  0.123230E+02  0.000000E+00 -0.696036E-04  -1716.430      0.000    106.289    2123
  2124.68000  0.294270E+03  0.519202E+02  0.123296E+02  0.000000E+00 -0.696036E-04  -1714.330      0.000    106.287    2124
  2125.68000  0.294552E+03  0.519828E+02  0.123356E+02  0.000000E+00 -0.696036E-04  -1712.230      0.000    106.285    2125
  2126.68000  0.294916E+03  0.520634E+02  0.123414E+02  0.000000E+00 -0.696036E-04  -1710.120      0.000    106.283    2126
  2127.68000  0.295322E+03  0.521532E+02  0.123468E+02  0.000000E+00 -0.696036E-04  -1708.020      0.000    106.281    2127
  2128.68000  0.295727E+03  0.522429E+02  0.123522E+02  0.000000E+00 -0.696036E-04  -1705.920      0.000    106.279    2128
  2129.68000  0.296091E+03  0.523235E+02  0.123574E+02  0.000000E+00 -0.696036E-04  -1703.820      0.000    106.277    2129
  2130.68000  0.296382E+03  0.523879E+02  0.123626E+02  0.000000E+00 -0.696036E-04  -1701.710      0.000    106.275    2130
  2131.68000  0.296578E+03  0.524314E+02  0.123677E+02  0.000000E+00 -0.696036E-04  -1699.610      0.000    106.273    2131
  2132.68000  0.296684E+03  0.524550E+02  0.123727E+02  0.000000E+00 -0.696036E-04  -1697.510      0.000    106.271    2132
  2133.68000  0.296738E+03  0.524667E+02  0.123777E+02  0.000000E+00 -0.696036E-04  -1695.400      0.000    106.269    2133
  2134.68000  0.296778E+03  0.524758E+02  0.123827E+02  0.000000E+00 -0.696036E-04  -1693.300      0.000    106.267    2134
  2135.68000  0.296811E+03  0.524830E+02  0.123876E+02  0.000000E+00 -0.696036E-04  -1691.200      0.000    106.265    2135
  2136.68000  0.296836E+03  0.524884E+02  0.123925E+02  0.000000E+00 -0.696036E-04  -1689.090      0.000    106.263    2136
  2137.68000  0.296861E+03  0.524939E+02  0.123973E+02  0.000000E+00 -0.696036E-04  -1686.990      0.000    106.261    2137
  2138.68000  0.296885E+03  0.524993E+02  0.124021E+02  0.000000E+00 -0.696036E-04  -1684.890      0.000    106.259    2138
  2139.68000  0.296910E+03  0.525047E+02  0.124069E+02  0.000000E+00 -0.696036E-04  -1682.780      0.000    106.257    2139
  2140.68000  0.296934E+03  0.525101E+02  0.124116E+02  0.000000E+00 -0.696036E-04  -1680.680      0.000    106.255    2140
  2141.68000  0.296959E+03  0.525155E+02  0.124163E+02  0.000000E+00 -0.696036E-04  -1678.580      0.000    106.253    2141
  2142.68000  0.296984E+03  0.525209E+02  0.124210E+02  0.000000E+00 -0.696036E-04  -1676.470      0.000    106.251    2142
  2143.68000  0.297008E+03  0.525263E+02  0.124257E+02  0.000000E+00 -0.696036E-04  -1674.370      0.000    106.249    2143
  2144.68000  0.297020E+03  0.525291E+02  0.124303E+02  0.000000E+00 -0.696036E-04  -1672.270      0.000    106.247    2144
  2145.68000  0.297020E+03  0.525291E+02  0.124303E+02  0.000000E+00 -0.696036E-04  -1398.504      0.000    106.245    2145
  2146.67000  0.297041E+03  0.525335E+02  0.124389E+02  0.000000E+00 -0.696036E-04  -1668.060      0.000    106.243    2146
  2147.67000  0.297135E+03  0.525544E+02  0.124435E+02  0.000000E+00 -0.696036E-04  -1665.960      0.000    106.241    2147
  2148.67000  0.297290E+03  0.525888E+02  0.124482E+02  0.000000E+00 -0.696036E-04  -1663.850      0.000    106.239    2148
  2149.67000  0.297540E+03  0.526441E+02  0.124528E+02  0.000000E+00 -0.696036E-04  -1661.750      0.000    106.237    2149
  2150.67000  0.297937E+03  0.527320E+02  0.124575E+02  0.000000E+00 -0.696036E-04  -1659.650      0.000    106.235    2150
  2151.67000  0.298395E+03  0.528335E+02  0.124620E+02  0.000000E+00 -0.696036E-04  -1657.540      0.000    106.233    2151
  2152.67000  0.298842E+03  0.529323E+02  0.124666E+02  0.000000E+00 -0.696036E-04  -1655.440      0.000    106.231    2152
  2153.67000  0.299255E+03  0.530238E+02  0.124712E+02  0.000000E+00 -0.696036E-04  -1653.340      0.000    106.229    2153
  2154.67000  0.299599E+03  0.531000E+02  0.124757E+02  0.000000E+00 -0.696036E-04  -1651.230      0.000    106.227    2154
  2155.67000  0.299840E+03  0.531535E+02  0.124802E+02  0.000000E+00 -0.696036E-04  -1649.130      0.000    106.225    2155
  2156.67000  0.299967E+03  0.531815E+02  0.124847E+02  0.000000E+00 -0.696036E-04  -1647.030      0.000    106.223    2156
  2157.67000  0.300032E+03  0.531960E+02  0.124891E+02  0.000000E+00 -0.696036E-04  -1644.920      0.000    106.221    2157
  2158.67000  0.300164E+03  0.532250E+02  0.124935E+02  0.000000E+00 -0.696036E-04  -1642.820      0.000    106.220    2158
  2159.67000  0.300295E+03  0.532540E+02  0.124980E+02  0.000000E+00 -0.696036E-04  -1640.720      0.000    106.218    2159
  2160.67000  0.300401E+03  0.532776E+02  0.125024E+02  0.000000E+00 -0.696036E-04  -1638.610      0.000    106.216    2160
  2161.67000  0.300482E+03  0.532957E+02  0.125067E+02  0.000000E+00 -0.696036E-04  -1636.510      0.000    106.214    2161
  2162.67000  0.300564E+03  0.533139E+02  0.125111E+02  0.000000E+00 -0.696036E-04  -1634.410      0.000    106.212    2162
  2163.67000  0.300646E+03  0.533320E+02  0.125154E+02  0.000000E+00 -0.696036E-04  -1632.300      0.000    106.210    2163
  2164.67000  0.300769E+03  0.533592E+02  0.125197E+02  0.000000E+00 -0.696036E-04  -1630.200      0.000    106.208    2164
  2165.67000  0.300875E+03  0.533827E+02  0.125240E+02  0.000000E+00 -0.696036E-04  -1628.100      0.000    106.206    2165
  2166.67000  0.300924E+03  0.533936E+02  0.125282E+02  0.000000E+00 -0.696036E-04  -1625.990      0.000    106.204    2166
  2167.67000  0.300973E+03  0.534045E+02  0.125325E+02  0.000000E+00 -0.696036E-04  -1623.890      0.000    106.202    2167
  2168.67000  0.301022E+03  0.534154E+02  0.125367E+02  0.000000E+00 -0.696036E-04  -1621.790      0.000    106.200    2168
  2169.67000  0.301071E+03  0.534263E+02  0.125409E+02  0.000000E+00 -0.696036E-04  -1619.680      0.000    106.198    2169
  2170.67000  0.301136E+03  0.534408E+02  0.125451E+02  0.000000E+00 -0.696036E-04  -1617.580      0.000    106.196    2170
  2171.67000  0.301325E+03  0.534824E+02  0.125493E+02  0.000000E+00 -0.696036E-04  -1615.480      0.000    106.194    2171
  2172.67000  0.301701E+03  0.535658E+02  0.125534E+02  0.000000E+00 -0.696036E-04  -1613.370      0.000    106.192    2172
  2173.67000  0.302201E+03  0.536764E+02  0.125576E+02  0.000000E+00 -0.696036E-04  -1611.270      0.000    106.190    2173
  2174.67000  0.302848E+03  0.538196E+02  0.125617E+02  0.000000E+00 -0.696036E-04  -1609.170      0.000    106.188    2174
  2175.67000  0.303535E+03  0.539719E+02  0.125658E+02  0.000000E+00 -0.696036E-04  -1607.060      0.000    106.186    2175
  2176.67000  0.304182E+03  0.541151E+02  0.125698E+02  0.000000E+00 -0.696036E-04  -1604.960      0.000    106.184    2176
  2177.67000  0.304829E+03  0.542583E+02  0.125739E+02  0.000000E+00 -0.696036E-04  -1602.860      0.000    106.182    2177
  2178.67000  0.305386E+03  0.543815E+02  0.125779E+02  0.000000E+00 -0.696036E-04  -1600.760      0.000    106.180    2178
  2179.67000  0.305779E+03  0.544685E+02  0.125819E+02  0.000000E+00 -0.696036E-04  -1598.650      0.000    106.178    2179
  2180.67000  0.305967E+03  0.545102E+02  0.125859E+02  0.000000E+00 -0.696036E-04  -1596.550      0.000    106.177    2180
  2181.67000  0.306033E+03  0.545247E+02  0.125899E+02  0.000000E+00 -0.696036E-04  -1594.450      0.000    106.175    2181
  2182.67000  0.306082E+03  0.545356E+02  0.125939E+02  0.000000E+00 -0.696036E-04  -1592.340      0.000    106.173    2182
  2183.67000  0.306131E+03  0.545465E+02  0.125979E+02  0.000000E+00 -0.696036E-04  -1590.240      0.000    106.171    2183
  2184.67000  0.306180E+03  0.545574E+02  0.126018E+02  0.000000E+00 -0.696036E-04  -1588.140      0.000    106.169    2184
  2185.67000  0.306204E+03  0.545628E+02  0.126057E+02  0.000000E+00 -0.696036E-04  -1586.030      0.000    106.167    2185
  2186.67000  0.306204E+03  0.545628E+02  0.126057E+02  0.000000E+00 -0.696036E-04  -1364.367      0.000    106.165    2186
  2187.67000  0.306204E+03  0.545628E+02  0.126057E+02  0.000000E+00 -0.696036E-04  -1211.880      0.000    106.163    2187
